timestamp,order_id,stage,event,exception_type,severity,amount_at_risk,details
2026-08-25T19:39:48.932749,f489949dbe23cf9313deb342913ece0c,RECOMMENDATION,ACTION_RECOMMENDED,REFUND_ORDER_MISMATCH,HIGH,1436.46,Verify refund status and reconcile the merchant order with the refund record.
2026-08-25T19:39:48.933747,5a911c89527605e73569727488b5468d,DETECTION,EXCEPTION_DETECTED,PAYMENT_ORDER_MISMATCH,LOW,120.22,Detected PAYMENT_ORDER_MISMATCH
2026-08-25T19:39:48.933747,5a911c89527605e73569727488b5468d,EVIDENCE,EVIDENCE_COLLECTED,PAYMENT_ORDER_MISMATCH,LOW,120.22,Payment/order state mismatch; amount affected=₹120.22
2026-08-25T19:39:48.933747,5a911c89527605e73569727488b5468d,RECOMMENDATION,ACTION_RECOMMENDED,PAYMENT_ORDER_MISMATCH,LOW,120.22,Reconcile the merchant order state with the captured payment before requesting another payment.
2026-08-25T19:39:48.933747,8bde999dc4ad8ff2e39ca01c02a81119,DETECTION,EXCEPTION_DETECTED,PAYMENT_ORDER_MISMATCH,LOW,55.11,Detected PAYMENT_ORDER_MISMATCH
2026-08-25T19:39:48.933747,8bde999dc4ad8ff2e39ca01c02a81119,EVIDENCE,EVIDENCE_COLLECTED,PAYMENT_ORDER_MISMATCH,LOW,55.11,Payment/order state mismatch; amount affected=₹55.11
2026-08-25T19:39:48.933747,8bde999dc4ad8ff2e39ca01c02a81119,RECOMMENDATION,ACTION_RECOMMENDED,PAYMENT_ORDER_MISMATCH,LOW,55.11,Reconcile the merchant order state with the captured payment before requesting another payment.
2026-08-25T19:39:48.933747,431edc9c63424518da8f273659cafa77,DETECTION,EXCEPTION_DETECTED,PAYMENT_ORDER_MISMATCH,LOW,122.92,Detected PAYMENT_ORDER_MISMATCH
2026-08-25T19:39:48.933747,431edc9c63424518da8f273659cafa77,EVIDENCE,EVIDENCE_COLLECTED,PAYMENT_ORDER_MISMATCH,LOW,122.92,Payment/order state mismatch; amount affected=₹122.92
2026-08-25T19:39:48.933747,431edc9c63424518da8f273659cafa77,RECOMMENDATION,ACTION_RECOMMENDED,PAYMENT_ORDER_MISMATCH,LOW,122.92,Reconcile the merchant order state with the captured payment before requesting another payment.
2026-08-25T19:39:48.933747,968daeb20a9a0e6c8433cad2c886756a,DETECTION,EXCEPTION_DETECTED,SETTLEMENT_ANOMALY,LOW,21.34,Detected SETTLEMENT_ANOMALY
2026-08-25T19:39:48.933747,968daeb20a9a0e6c8433cad2c886756a,EVIDENCE,EVIDENCE_COLLECTED,SETTLEMENT_ANOMALY,LOW,21.34,Settlement anomaly detected; amount affected=₹21.34
2026-08-25T19:39:48.933747,968daeb20a9a0e6c8433cad2c886756a,RECOMMENDATION,ACTION_RECOMMENDED,SETTLEMENT_ANOMALY,LOW,21.34,"Reconcile the settlement against payment, refunds, fees and other settlement adjustments."
2026-08-25T19:39:48.933747,8048f4c2213c7ef433ffc4c00e017c14,DETECTION,EXCEPTION_DETECTED,WEBHOOK_FAILURE,LOW,26.35,Detected WEBHOOK_FAILURE
2026-08-25T19:39:48.933747,8048f4c2213c7ef433ffc4c00e017c14,EVIDENCE,EVIDENCE_COLLECTED,WEBHOOK_FAILURE,LOW,26.35,Webhook delivery failure; amount affected=₹26.35
2026-08-25T19:39:48.933747,8048f4c2213c7ef433ffc4c00e017c14,RECOMMENDATION,ACTION_RECOMMENDED,WEBHOOK_FAILURE,LOW,26.35,Verify webhook delivery and replay or reconcile the missing event.
2026-08-25T19:39:48.933747,55e62ea5906d028721528c19cdd49bb0,DETECTION,EXCEPTION_DETECTED,WEBHOOK_FAILURE,LOW,24.28,Detected WEBHOOK_FAILURE
2026-08-25T19:39:48.933747,55e62ea5906d028721528c19cdd49bb0,EVIDENCE,EVIDENCE_COLLECTED,WEBHOOK_FAILURE,LOW,24.28,Webhook delivery failure; amount affected=₹24.28
2026-08-25T19:39:48.933747,55e62ea5906d028721528c19cdd49bb0,RECOMMENDATION,ACTION_RECOMMENDED,WEBHOOK_FAILURE,LOW,24.28,Verify webhook delivery and replay or reconcile the missing event.
2026-08-25T19:39:48.933747,73840bb583b69b1d181d54f3f755a4e2,DETECTION,EXCEPTION_DETECTED,REFUND_ORDER_MISMATCH,LOW,203.08,Detected REFUND_ORDER_MISMATCH
2026-08-25T19:39:48.933747,73840bb583b69b1d181d54f3f755a4e2,EVIDENCE,EVIDENCE_COLLECTED,REFUND_ORDER_MISMATCH,LOW,203.08,Refund/order state mismatch; amount affected=₹203.08
2026-08-25T19:39:48.933747,73840bb583b69b1d181d54f3f755a4e2,RECOMMENDATION,ACTION_RECOMMENDED,REFUND_ORDER_MISMATCH,LOW,203.08,Verify refund status and reconcile the merchant order with the refund record.
2026-08-25T19:39:48.933747,1fab4ac9d85079b3da72a11475ae1685,DETECTION,EXCEPTION_DETECTED,REFUND_ORDER_MISMATCH,LOW,243.01,Detected REFUND_ORDER_MISMATCH
2026-08-25T19:39:48.933747,1fab4ac9d85079b3da72a11475ae1685,EVIDENCE,EVIDENCE_COLLECTED,REFUND_ORDER_MISMATCH,LOW,243.01,Refund/order state mismatch; amount affected=₹243.01
2026-08-25T19:39:48.933747,1fab4ac9d85079b3da72a11475ae1685,RECOMMENDATION,ACTION_RECOMMENDED,REFUND_ORDER_MISMATCH,LOW,243.01,Verify refund status and reconcile the merchant order with the refund record.
2026-08-25T19:39:48.933747,c00ec2c5d2f145b694e4f478c71c5711,DETECTION,EXCEPTION_DETECTED,PAYMENT_ORDER_MISMATCH,MEDIUM,704.32,Detected PAYMENT_ORDER_MISMATCH
2026-08-25T19:39:48.933747,c00ec2c5d2f145b694e4f478c71c5711,EVIDENCE,EVIDENCE_COLLECTED,PAYMENT_ORDER_MISMATCH,MEDIUM,704.32,Payment/order state mismatch; amount affected=₹704.32
2026-08-25T19:39:48.933747,c00ec2c5d2f145b694e4f478c71c5711,RECOMMENDATION,ACTION_RECOMMENDED,PAYMENT_ORDER_MISMATCH,MEDIUM,704.32,Reconcile the merchant order state with the captured payment before requesting another payment.
2026-08-25T19:39:48.933747,f5218a2401f92542f87b1de5bc3f92ff,DETECTION,EXCEPTION_DETECTED,SETTLEMENT_ANOMALY,LOW,16.66,Detected SETTLEMENT_ANOMALY
2026-08-25T19:39:48.933747,f5218a2401f92542f87b1de5bc3f92ff,EVIDENCE,EVIDENCE_COLLECTED,SETTLEMENT_ANOMALY,LOW,16.66,Settlement anomaly detected; amount affected=₹16.66
2026-08-25T19:39:48.933747,f5218a2401f92542f87b1de5bc3f92ff,RECOMMENDATION,ACTION_RECOMMENDED,SETTLEMENT_ANOMALY,LOW,16.66,"Reconcile the settlement against payment, refunds, fees and other settlement adjustments."
2026-08-25T19:39:48.933747,fa4c59a94711decb9c0410a0e7f878bc,DETECTION,EXCEPTION_DETECTED,PAYMENT_ORDER_MISMATCH,LOW,32.67,Detected PAYMENT_ORDER_MISMATCH
2026-08-25T19:39:48.933747,fa4c59a94711decb9c0410a0e7f878bc,EVIDENCE,EVIDENCE_COLLECTED,PAYMENT_ORDER_MISMATCH,LOW,32.67,Payment/order state mismatch; amount affected=₹32.67
2026-08-25T19:39:48.933747,fa4c59a94711decb9c0410a0e7f878bc,RECOMMENDATION,ACTION_RECOMMENDED,PAYMENT_ORDER_MISMATCH,LOW,32.67,Reconcile the merchant order state with the captured payment before requesting another payment.
2026-08-25T19:39:48.933747,cd7d5eba4ca59e359249279469aa4f7a,DETECTION,EXCEPTION_DETECTED,PAYMENT_ORDER_MISMATCH,LOW,165.21,Detected PAYMENT_ORDER_MISMATCH
2026-08-25T19:39:48.933747,cd7d5eba4ca59e359249279469aa4f7a,EVIDENCE,EVIDENCE_COLLECTED,PAYMENT_ORDER_MISMATCH,LOW,165.21,Payment/order state mismatch; amount affected=₹165.21
2026-08-25T19:39:48.933747,cd7d5eba4ca59e359249279469aa4f7a,RECOMMENDATION,ACTION_RECOMMENDED,PAYMENT_ORDER_MISMATCH,LOW,165.21,Reconcile the merchant order state with the captured payment before requesting another payment.
2026-08-25T19:39:48.933747,94a4d00bea6790d3c810c6b2f56b4d65,DETECTION,EXCEPTION_DETECTED,WEBHOOK_FAILURE,LOW,134.19,Detected WEBHOOK_FAILURE
2026-08-25T19:39:48.933747,94a4d00bea6790d3c810c6b2f56b4d65,EVIDENCE,EVIDENCE_COLLECTED,WEBHOOK_FAILURE,LOW,134.19,Webhook delivery failure; amount affected=₹134.19
2026-08-25T19:39:48.933747,94a4d00bea6790d3c810c6b2f56b4d65,RECOMMENDATION,ACTION_RECOMMENDED,WEBHOOK_FAILURE,LOW,134.19,Verify webhook delivery and replay or reconcile the missing event.
2026-08-25T19:39:48.933747,0945dadba69dad599e42c31e78450de4,DETECTION,EXCEPTION_DETECTED,WEBHOOK_FAILURE,HIGH,1260.76,Detected WEBHOOK_FAILURE
2026-08-25T19:39:48.933747,0945dadba69dad599e42c31e78450de4,EVIDENCE,EVIDENCE_COLLECTED,WEBHOOK_FAILURE,HIGH,1260.76,Webhook delivery failure; amount affected=₹1260.76
2026-08-25T19:39:48.933747,0945dadba69dad599e42c31e78450de4,RECOMMENDATION,ACTION_RECOMMENDED,WEBHOOK_FAILURE,HIGH,1260.76,Verify webhook delivery and replay or reconcile the missing event.
2026-08-25T19:39:48.933747,0901f97cdb91762c043d2330c81919a4,DETECTION,EXCEPTION_DETECTED,REFUND_ORDER_MISMATCH,LOW,410.61,Detected REFUND_ORDER_MISMATCH
2026-08-25T19:39:48.933747,0901f97cdb91762c043d2330c81919a4,EVIDENCE,EVIDENCE_COLLECTED,REFUND_ORDER_MISMATCH,LOW,410.61,Refund/order state mismatch; amount affected=₹410.61
2026-08-25T19:39:48.933747,0901f97cdb91762c043d2330c81919a4,RECOMMENDATION,ACTION_RECOMMENDED,REFUND_ORDER_MISMATCH,LOW,410.61,Verify refund status and reconcile the merchant order with the refund record.
2026-08-25T19:39:48.933747,9c3585240de3978338d7aa8c74ddfaa1,DETECTION,EXCEPTION_DETECTED,PAYMENT_ORDER_MISMATCH,LOW,347.06,Detected PAYMENT_ORDER_MISMATCH
2026-08-25T19:39:48.933747,9c3585240de3978338d7aa8c74ddfaa1,EVIDENCE,EVIDENCE_COLLECTED,PAYMENT_ORDER_MISMATCH,LOW,347.06,Payment/order state mismatch; amount affected=₹347.06
2026-08-25T19:39:48.933747,9c3585240de3978338d7aa8c74ddfaa1,RECOMMENDATION,ACTION_RECOMMENDED,PAYMENT_ORDER_MISMATCH,LOW,347.06,Reconcile the merchant order state with the captured payment before requesting another payment.
2026-08-25T19:39:48.933747,37f4b362697f5c9826aee9c479b32bda,DETECTION,EXCEPTION_DETECTED,PAYMENT_ORDER_MISMATCH,LOW,73.77,Detected PAYMENT_ORDER_MISMATCH
2026-08-25T19:39:48.933747,37f4b362697f5c9826aee9c479b32bda,EVIDENCE,EVIDENCE_COLLECTED,PAYMENT_ORDER_MISMATCH,LOW,73.77,Payment/order state mismatch; amount affected=₹73.77
2026-08-25T19:39:48.933747,37f4b362697f5c9826aee9c479b32bda,RECOMMENDATION,ACTION_RECOMMENDED,PAYMENT_ORDER_MISMATCH,LOW,73.77,Reconcile the merchant order state with the captured payment before requesting another payment.
2026-08-25T19:39:48.933747,12958a97a4e26a4e7dd8bce7de8955b9,DETECTION,EXCEPTION_DETECTED,SETTLEMENT_ANOMALY,LOW,16.23,Detected SETTLEMENT_ANOMALY
2026-08-25T19:39:48.933747,12958a97a4e26a4e7dd8bce7de8955b9,EVIDENCE,EVIDENCE_COLLECTED,SETTLEMENT_ANOMALY,LOW,16.23,Settlement anomaly detected; amount affected=₹16.23
2026-08-25T19:39:48.933747,12958a97a4e26a4e7dd8bce7de8955b9,RECOMMENDATION,ACTION_RECOMMENDED,SETTLEMENT_ANOMALY,LOW,16.23,"Reconcile the settlement against payment, refunds, fees and other settlement adjustments."
2026-08-25T19:39:48.933747,6653d3fc131c01e7e7fa96daf4aea451,DETECTION,EXCEPTION_DETECTED,PAYMENT_ORDER_MISMATCH,LOW,185.94,Detected PAYMENT_ORDER_MISMATCH
2026-08-25T19:39:48.933747,6653d3fc131c01e7e7fa96daf4aea451,EVIDENCE,EVIDENCE_COLLECTED,PAYMENT_ORDER_MISMATCH,LOW,185.94,Payment/order state mismatch; amount affected=₹185.94
2026-08-25T19:39:48.933747,6653d3fc131c01e7e7fa96daf4aea451,RECOMMENDATION,ACTION_RECOMMENDED,PAYMENT_ORDER_MISMATCH,LOW,185.94,Reconcile the merchant order state with the captured payment before requesting another payment.
2026-08-25T19:39:48.933747,77f8ac5734b5b2f8c1572102f854d329,DETECTION,EXCEPTION_DETECTED,REFUND_ORDER_MISMATCH,LOW,134.27,Detected REFUND_ORDER_MISMATCH
2026-08-25T19:39:48.933747,77f8ac5734b5b2f8c1572102f854d329,EVIDENCE,EVIDENCE_COLLECTED,REFUND_ORDER_MISMATCH,LOW,134.27,Refund/order state mismatch; amount affected=₹134.27
2026-08-25T19:39:48.933747,77f8ac5734b5b2f8c1572102f854d329,RECOMMENDATION,ACTION_RECOMMENDED,REFUND_ORDER_MISMATCH,LOW,134.27,Verify refund status and reconcile the merchant order with the refund record.
2026-08-25T19:39:48.933747,b41f51ebf23530b00f69e5602f81a653,DETECTION,EXCEPTION_DETECTED,SETTLEMENT_ANOMALY,LOW,58.5,Detected SETTLEMENT_ANOMALY
2026-08-25T19:39:48.933747,b41f51ebf23530b00f69e5602f81a653,EVIDENCE,EVIDENCE_COLLECTED,SETTLEMENT_ANOMALY,LOW,58.5,Settlement anomaly detected; amount affected=₹58.50
2026-08-25T19:39:48.933747,b41f51ebf23530b00f69e5602f81a653,RECOMMENDATION,ACTION_RECOMMENDED,SETTLEMENT_ANOMALY,LOW,58.5,"Reconcile the settlement against payment, refunds, fees and other settlement adjustments."
2026-08-25T19:39:48.933747,b2b345cd2633deaf2b69c3b5c5585afa,DETECTION,EXCEPTION_DETECTED,REFUND_ORDER_MISMATCH,LOW,61.29,Detected REFUND_ORDER_MISMATCH
2026-08-25T19:39:48.933747,b2b345cd2633deaf2b69c3b5c5585afa,EVIDENCE,EVIDENCE_COLLECTED,REFUND_ORDER_MISMATCH,LOW,61.29,Refund/order state mismatch; amount affected=₹61.29
2026-08-25T19:39:48.933747,b2b345cd2633deaf2b69c3b5c5585afa,RECOMMENDATION,ACTION_RECOMMENDED,REFUND_ORDER_MISMATCH,LOW,61.29,Verify refund status and reconcile the merchant order with the refund record.
2026-08-25T19:39:48.933747,ff7f5fd520c590ecb28347614bf26ae2,DETECTION,EXCEPTION_DETECTED,SETTLEMENT_ANOMALY,LOW,51.97,Detected SETTLEMENT_ANOMALY
2026-08-25T19:39:48.933747,ff7f5fd520c590ecb28347614bf26ae2,EVIDENCE,EVIDENCE_COLLECTED,SETTLEMENT_ANOMALY,LOW,51.97,Settlement anomaly detected; amount affected=₹51.97
2026-08-25T19:39:48.933747,ff7f5fd520c590ecb28347614bf26ae2,RECOMMENDATION,ACTION_RECOMMENDED,SETTLEMENT_ANOMALY,LOW,51.97,"Reconcile the settlement against payment, refunds, fees and other settlement adjustments."
2026-08-25T19:39:48.933747,2efe2442effe17b5a17637c88ac2d0d8,DETECTION,EXCEPTION_DETECTED,SETTLEMENT_ANOMALY,LOW,76.77,Detected SETTLEMENT_ANOMALY
2026-08-25T19:39:48.933747,2efe2442effe17b5a17637c88ac2d0d8,EVIDENCE,EVIDENCE_COLLECTED,SETTLEMENT_ANOMALY,LOW,76.77,Settlement anomaly detected; amount affected=₹76.77
2026-08-25T19:39:48.933747,2efe2442effe17b5a17637c88ac2d0d8,RECOMMENDATION,ACTION_RECOMMENDED,SETTLEMENT_ANOMALY,LOW,76.77,"Reconcile the settlement against payment, refunds, fees and other settlement adjustments."
2026-08-25T19:39:48.934742,7d4101163410b1380268da3933e691f1,DETECTION,EXCEPTION_DETECTED,SETTLEMENT_ANOMALY,LOW,64.18,Detected SETTLEMENT_ANOMALY
2026-08-25T19:39:48.934742,7d4101163410b1380268da3933e691f1,EVIDENCE,EVIDENCE_COLLECTED,SETTLEMENT_ANOMALY,LOW,64.18,Settlement anomaly detected; amount affected=₹64.18
2026-08-25T19:39:48.934742,7d4101163410b1380268da3933e691f1,RECOMMENDATION,ACTION_RECOMMENDED,SETTLEMENT_ANOMALY,LOW,64.18,"Reconcile the settlement against payment, refunds, fees and other settlement adjustments."
2026-08-25T19:39:48.934742,d2b78e9e69a191c9f98ea4fec8e920ef,DETECTION,EXCEPTION_DETECTED,PAYMENT_ORDER_MISMATCH,LOW,45.86,Detected PAYMENT_ORDER_MISMATCH
2026-08-25T19:39:48.934742,d2b78e9e69a191c9f98ea4fec8e920ef,EVIDENCE,EVIDENCE_COLLECTED,PAYMENT_ORDER_MISMATCH,LOW,45.86,Payment/order state mismatch; amount affected=₹45.86
2026-08-25T19:39:48.934742,d2b78e9e69a191c9f98ea4fec8e920ef,RECOMMENDATION,ACTION_RECOMMENDED,PAYMENT_ORDER_MISMATCH,LOW,45.86,Reconcile the merchant order state with the captured payment before requesting another payment.
2026-08-25T19:39:48.934742,1e24c66f40e16d38609ed026af8b4c94,DETECTION,EXCEPTION_DETECTED,SETTLEMENT_ANOMALY,LOW,27.95,Detected SETTLEMENT_ANOMALY
2026-08-25T19:39:48.934742,1e24c66f40e16d38609ed026af8b4c94,EVIDENCE,EVIDENCE_COLLECTED,SETTLEMENT_ANOMALY,LOW,27.95,Settlement anomaly detected; amount affected=₹27.95
2026-08-25T19:39:48.934742,1e24c66f40e16d38609ed026af8b4c94,RECOMMENDATION,ACTION_RECOMMENDED,SETTLEMENT_ANOMALY,LOW,27.95,"Reconcile the settlement against payment, refunds, fees and other settlement adjustments."
2026-08-25T19:39:48.934742,393e5ad5d9b558b7a0fd2cfc53f7f1d9,DETECTION,EXCEPTION_DETECTED,SETTLEMENT_ANOMALY,LOW,65.05,Detected SETTLEMENT_ANOMALY
2026-08-25T19:39:48.934742,393e5ad5d9b558b7a0fd2cfc53f7f1d9,EVIDENCE,EVIDENCE_COLLECTED,SETTLEMENT_ANOMALY,LOW,65.05,Settlement anomaly detected; amount affected=₹65.05
2026-08-25T19:39:48.934742,393e5ad5d9b558b7a0fd2cfc53f7f1d9,RECOMMENDATION,ACTION_RECOMMENDED,SETTLEMENT_ANOMALY,LOW,65.05,"Reconcile the settlement against payment, refunds, fees and other settlement adjustments."
2026-08-25T19:39:48.934742,0b0bf8f9977e22517521efeefa4b7a27,DETECTION,EXCEPTION_DETECTED,PAYMENT_ORDER_MISMATCH,LOW,167.51,Detected PAYMENT_ORDER_MISMATCH
2026-08-25T19:39:48.934742,0b0bf8f9977e22517521efeefa4b7a27,EVIDENCE,EVIDENCE_COLLECTED,PAYMENT_ORDER_MISMATCH,LOW,167.51,Payment/order state mismatch; amount affected=₹167.51
2026-08-25T19:39:48.934742,0b0bf8f9977e22517521efeefa4b7a27,RECOMMENDATION,ACTION_RECOMMENDED,PAYMENT_ORDER_MISMATCH,LOW,167.51,Reconcile the merchant order state with the captured payment before requesting another payment.
2026-08-25T19:39:48.934742,31a8fcbeaa65f2a7dec1abee188ffcc9,DETECTION,EXCEPTION_DETECTED,SETTLEMENT_ANOMALY,LOW,56.62,Detected SETTLEMENT_ANOMALY
2026-08-25T19:39:48.934742,31a8fcbeaa65f2a7dec1abee188ffcc9,EVIDENCE,EVIDENCE_COLLECTED,SETTLEMENT_ANOMALY,LOW,56.62,Settlement anomaly detected; amount affected=₹56.62
2026-08-25T19:39:48.934742,31a8fcbeaa65f2a7dec1abee188ffcc9,RECOMMENDATION,ACTION_RECOMMENDED,SETTLEMENT_ANOMALY,LOW,56.62,"Reconcile the settlement against payment, refunds, fees and other settlement adjustments."
2026-08-25T19:39:48.934742,4ee4b8462b9a39ac1fa86e28bcc22ad3,DETECTION,EXCEPTION_DETECTED,WEBHOOK_FAILURE,LOW,71.61,Detected WEBHOOK_FAILURE
2026-08-25T19:39:48.934742,4ee4b8462b9a39ac1fa86e28bcc22ad3,EVIDENCE,EVIDENCE_COLLECTED,WEBHOOK_FAILURE,LOW,71.61,Webhook delivery failure; amount affected=₹71.61
2026-08-25T19:39:48.934742,4ee4b8462b9a39ac1fa86e28bcc22ad3,RECOMMENDATION,ACTION_RECOMMENDED,WEBHOOK_FAILURE,LOW,71.61,Verify webhook delivery and replay or reconcile the missing event.
2026-08-25T19:39:48.934742,ad01d61ec53a43d200f359c11347316f,DETECTION,EXCEPTION_DETECTED,PAYMENT_ORDER_MISMATCH,LOW,40.21,Detected PAYMENT_ORDER_MISMATCH
2026-08-25T19:39:48.934742,ad01d61ec53a43d200f359c11347316f,EVIDENCE,EVIDENCE_COLLECTED,PAYMENT_ORDER_MISMATCH,LOW,40.21,Payment/order state mismatch; amount affected=₹40.21
2026-08-25T19:39:48.934742,ad01d61ec53a43d200f359c11347316f,RECOMMENDATION,ACTION_RECOMMENDED,PAYMENT_ORDER_MISMATCH,LOW,40.21,Reconcile the merchant order state with the captured payment before requesting another payment.
2026-08-25T19:39:48.934742,36b036769c93a2e59324ac996fb51e2b,DETECTION,EXCEPTION_DETECTED,PAYMENT_ORDER_MISMATCH,LOW,54.49,Detected PAYMENT_ORDER_MISMATCH
2026-08-25T19:39:48.934742,36b036769c93a2e59324ac996fb51e2b,EVIDENCE,EVIDENCE_COLLECTED,PAYMENT_ORDER_MISMATCH,LOW,54.49,Payment/order state mismatch; amount affected=₹54.49
2026-08-25T19:39:48.934742,36b036769c93a2e59324ac996fb51e2b,RECOMMENDATION,ACTION_RECOMMENDED,PAYMENT_ORDER_MISMATCH,LOW,54.49,Reconcile the merchant order state with the captured payment before requesting another payment.
2026-08-25T19:39:48.934742,fe00e26eb05c951aad5cbc6b7f602edb,DETECTION,EXCEPTION_DETECTED,REFUND_ORDER_MISMATCH,LOW,138.28,Detected REFUND_ORDER_MISMATCH
2026-08-25T19:39:48.934742,fe00e26eb05c951aad5cbc6b7f602edb,EVIDENCE,EVIDENCE_COLLECTED,REFUND_ORDER_MISMATCH,LOW,138.28,Refund/order state mismatch; amount affected=₹138.28
2026-08-25T19:39:48.934742,fe00e26eb05c951aad5cbc6b7f602edb,RECOMMENDATION,ACTION_RECOMMENDED,REFUND_ORDER_MISMATCH,LOW,138.28,Verify refund status and reconcile the merchant order with the refund record.
2026-08-25T19:39:48.934742,67642a6b87ab5c8cdfffd5b81da8a501,DETECTION,EXCEPTION_DETECTED,PAYMENT_ORDER_MISMATCH,LOW,115.45,Detected PAYMENT_ORDER_MISMATCH
2026-08-25T19:39:48.934742,67642a6b87ab5c8cdfffd5b81da8a501,EVIDENCE,EVIDENCE_COLLECTED,PAYMENT_ORDER_MISMATCH,LOW,115.45,Payment/order state mismatch; amount affected=₹115.45
2026-08-25T19:39:48.934742,67642a6b87ab5c8cdfffd5b81da8a501,RECOMMENDATION,ACTION_RECOMMENDED,PAYMENT_ORDER_MISMATCH,LOW,115.45,Reconcile the merchant order state with the captured payment before requesting another payment.
2026-08-25T19:39:48.934742,e28f56dc0353b7bf8f78f05ac639ba21,DETECTION,EXCEPTION_DETECTED,SETTLEMENT_ANOMALY,LOW,20.83,Detected SETTLEMENT_ANOMALY
2026-08-25T19:39:48.934742,e28f56dc0353b7bf8f78f05ac639ba21,EVIDENCE,EVIDENCE_COLLECTED,SETTLEMENT_ANOMALY,LOW,20.83,Settlement anomaly detected; amount affected=₹20.83
